memberid,status,signupdate,milesflown,customerid
43568416,None,2020-07-06,9815,30027
43568417,Gold,2023-09-15,8536,34458
43568418,None,2023-09-23,1319,2426
43568419,Silver,2020-01-04,7793,54
43568420,Silver,2021-10-28,3658,252
43568421,None,2021-04-30,232,25691
43568422,Gold,2023-11-17,5927,5499
43568423,Gold,2020-05-23,870,22628
43568424,None,2024-05-09,3779,30288
43568425,Gold,2020-07-21,271,36924
43568426,Gold,2022-06-10,7783,40201
43568427,None,2023-02-26,9983,26672
43568428,Gold,2023-03-16,4559,26147
43568429,Silver,2021-02-16,8609,35116
43568430,None,2023-04-04,3325,42478
43568431,None,2020-05-18,4884,20391
43568432,Silver,2021-10-30,3443,47975
43568433,None,2021-08-29,1543,19049
43568434,Silver,2020-12-30,6039,34285
43568435,Gold,2021-09-22,7621,11346
43568436,Silver,2022-05-22,6645,46230
43568437,Gold,2021-01-29,262,23948
43568438,Gold,2021-12-08,5269,46496
43568439,Silver,2023-09-14,1107,47850
43568440,Gold,2020-06-10,7788,29727
43568441,None,2024-04-25,5249,38416
43568442,Silver,2022-02-17,1633,2094
43568443,Silver,2020-02-16,242,42980
43568444,None,2023-09-29,7028,22527
43568445,Silver,2020-12-01,9669,45547
43568446,Gold,2023-09-19,8738,646
43568447,None,2021-08-31,5650,45868
43568448,None,2022-03-09,2201,45259
43568449,Gold,2023-03-05,322,19613
43568450,Gold,2023-01-20,2016,29193
43568451,Silver,2022-09-23,8828,47594
43568452,Silver,2021-11-08,7459,48809
43568453,Silver,2023-07-09,4748,4221
43568454,Gold,2022-04-30,5614,4210
43568455,Silver,2020-06-12,4272,28345
43568456,Gold,2020-07-17,8405,16173
43568457,Silver,2021-03-26,5144,22061
43568458,Gold,2020-10-02,9090,12469
43568459,Gold,2020-06-12,2498,37522
43568460,Gold,2022-06-06,4721,7135
43568461,Gold,2021-02-22,2752,362
43568462,Gold,2022-07-05,8319,4416
43568463,Gold,2020-11-08,5157,32064
43568464,Gold,2020-05-25,9672,24903
43568465,None,2022-04-28,1804,21132
43568466,Gold,2022-11-15,1929,6203
43568467,Silver,2021-08-13,7302,8657
43568468,Silver,2020-09-20,5807,20674
43568469,None,2020-11-19,6664,5409
43568470,Gold,2020-11-09,5584,45034
43568471,Silver,2024-04-16,248,14316
43568472,Silver,2021-06-18,9219,36247
43568473,None,2023-08-13,61,37591
43568474,Silver,2023-04-07,7652,48411
43568475,Gold,2020-05-13,4853,37982
43568476,None,2021-03-25,8213,49434
43568477,Silver,2021-02-10,9772,35928
43568478,Silver,2023-02-18,1530,10640
43568479,None,2022-07-09,2544,5980
43568480,Silver,2023-03-15,1427,1398
43568481,Silver,2021-07-06,7918,45853
43568482,Gold,2020-05-06,9070,32278
43568483,Gold,2020-05-10,7419,41442
43568484,Gold,2021-11-30,476,24278
43568485,Silver,2023-12-28,2369,30451
43568486,Gold,2020-02-06,9556,4229
43568487,Gold,2023-04-11,570,12955
43568488,Gold,2022-12-27,7647,42534
43568489,None,2022-11-04,3194,6501
43568490,Silver,2021-04-11,1459,33002
43568491,Gold,2020-10-25,2374,4227
43568492,Silver,2020-01-19,2794,13050
43568493,Gold,2022-03-30,8531,17266
43568494,Silver,2022-03-30,361,31884
43568495,Gold,2020-01-02,5578,21663
43568496,None,2021-10-04,8602,38472
43568497,None,2021-06-01,1597,43269
43568498,None,2023-06-14,4866,18197
43568499,Silver,2022-11-15,2601,46961
43568500,Silver,2020-08-07,6550,32684
43568501,Gold,2021-02-09,5347,9775
43568502,Gold,2020-12-27,8117,25272
43568503,None,2023-06-28,5181,26550
43568504,Silver,2020-01-18,7811,6208
43568505,Silver,2022-06-27,596,47585
43568506,Gold,2021-09-03,4833,23776
43568507,Gold,2020-03-04,9627,28826
43568508,Silver,2023-07-26,2018,39609
43568509,Silver,2023-07-10,2119,35955
43568510,None,2020-11-07,3498,26250
43568511,Gold,2021-06-08,9722,39129
43568512,None,2023-05-03,1041,38159
43568513,None,2020-02-03,5256,49049
43568514,Gold,2023-10-17,2683,43674
43568515,Gold,2022-10-26,7032,38769
43568516,Gold,2024-04-26,4651,16462
43568517,None,2021-01-18,3095,22623
43568518,None,2023-08-02,4273,29958
43568519,Gold,2023-03-12,5616,8798
43568520,None,2021-12-09,7392,21482
43568521,Gold,2022-08-25,8395,37265
43568522,Gold,2022-07-21,2101,46409
43568523,Gold,2022-02-08,5916,47373
43568524,None,2024-03-13,1715,19227
43568525,Silver,2021-08-27,8930,28833
43568526,None,2023-06-13,7212,3847
43568527,Silver,2022-12-20,5820,32888
43568528,Silver,2020-11-29,571,39068
43568529,Gold,2020-03-11,4483,43811
43568530,Gold,2022-11-16,357,7642
43568531,Gold,2020-12-24,1352,24177
43568532,Silver,2021-07-11,9574,32989
43568533,Gold,2020-05-23,9969,20591
43568534,None,2020-03-28,8186,8379
43568535,None,2022-12-21,7530,38632
43568536,None,2022-09-03,349,37667
43568537,None,2020-07-31,6114,6415
43568538,Silver,2020-06-28,2352,34927
43568539,Gold,2020-08-16,8508,41303
43568540,Silver,2022-09-08,3985,36136
43568541,Gold,2023-03-24,2836,727
43568542,Gold,2022-06-18,8696,46521
43568543,None,2022-08-01,3908,20951
43568544,Gold,2021-05-14,7272,29797
43568545,None,2022-10-11,9684,43954
43568546,None,2023-12-26,7782,21708
43568547,Silver,2021-07-05,3568,22271
43568548,Gold,2024-01-15,6231,31847
43568549,Silver,2022-10-16,5888,40318
43568550,None,2024-02-01,8390,40781
43568551,None,2020-11-04,509,48539
43568552,Gold,2020-08-29,2672,29010
43568553,None,2021-05-30,7673,21626
43568554,Silver,2023-04-28,4203,32580
43568555,Gold,2023-07-14,1513,2007
43568556,Silver,2022-06-12,4947,32545
43568557,None,2022-04-07,5419,32667
43568558,Silver,2020-08-14,6595,24633
43568559,None,2021-02-24,8158,27952
43568560,None,2022-02-04,4987,45557
43568561,None,2020-01-03,6161,12639
43568562,Silver,2020-06-27,6404,27385
43568563,None,2022-02-01,9797,49171
43568564,None,2020-11-10,2347,34131
43568565,None,2020-12-08,8250,25794
43568566,Silver,2021-01-17,9402,2823
43568567,Gold,2020-07-16,5551,4673
43568568,None,2022-08-19,6425,7114
43568569,None,2022-06-01,2663,902
43568570,Gold,2022-09-23,782,20788
43568571,Gold,2023-11-29,4208,30575
43568572,Silver,2022-12-06,1129,6699
43568573,Silver,2020-07-10,7346,22566
43568574,None,2020-06-29,1503,36100
43568575,Silver,2021-07-25,4042,5241
43568576,Silver,2021-09-07,4525,29034
43568577,Silver,2021-12-11,8693,33788
43568578,None,2022-12-09,9731,19389
43568579,Silver,2022-06-29,2307,4480
43568580,Silver,2020-02-07,8184,43518
43568581,Gold,2023-12-25,1526,32095
43568582,Gold,2020-07-10,8180,47685
43568583,Silver,2020-12-23,7933,2875
43568584,Gold,2023-09-19,4287,45359
43568585,Gold,2020-04-02,6102,38828
43568586,Silver,2021-10-31,860,14286
43568587,Silver,2023-10-30,9680,13440
43568588,Silver,2023-08-22,6052,1166
43568589,Gold,2023-03-22,4470,2775
43568590,Silver,2022-10-17,9645,34901
43568591,Silver,2022-08-08,8301,10684
43568592,None,2021-01-08,8623,31415
43568593,Silver,2023-05-28,448,5660
43568594,Gold,2021-06-29,4528,45245
43568595,Silver,2023-02-09,260,34347
43568596,None,2021-04-01,7065,15867
43568597,Silver,2021-03-24,4122,23951
43568598,Silver,2022-11-13,7793,45582
43568599,Silver,2024-04-22,4424,41743
43568600,Silver,2022-10-23,9230,35874
43568601,Silver,2021-05-20,8731,6319
43568602,Gold,2021-10-15,4167,3877
43568603,Silver,2021-01-14,264,14795
43568604,None,2021-08-05,5470,20790
43568605,Silver,2020-07-22,6378,28089
43568606,Gold,2023-08-25,224,26579
43568607,None,2024-03-28,2341,46196
43568608,Gold,2022-12-13,4686,47034
43568609,Silver,2023-06-10,5479,45746
43568610,Gold,2023-12-18,3101,41440
43568611,Silver,2022-07-06,8598,5533
43568612,Silver,2023-12-27,336,19041
43568613,None,2020-01-28,4603,17467
43568614,None,2022-04-17,7374,40935
43568615,Silver,2022-09-07,1471,20435
43568616,Gold,2023-01-31,7025,44088
43568617,None,2024-02-20,7380,45456
43568618,Gold,2023-03-31,6024,10767
43568619,Silver,2024-04-02,5357,2459
43568620,None,2021-01-09,3946,22087
43568621,Gold,2022-03-31,7046,31055
43568622,Silver,2020-08-18,3056,8882
43568623,Gold,2020-01-05,4396,18501
43568624,Silver,2022-10-14,5089,12152
43568625,None,2020-06-12,8699,27380
43568626,None,2020-02-12,1603,39219
43568627,Gold,2024-02-15,7091,45909
43568628,Silver,2023-03-22,7355,27311
43568629,None,2023-04-23,6898,12595
43568630,Gold,2021-10-28,3993,37103
43568631,Silver,2020-03-18,414,34885
43568632,Silver,2023-10-16,3625,5764
43568633,Silver,2022-09-13,6751,41754
43568634,None,2021-06-11,3476,13700
43568635,Gold,2023-04-22,4835,39599
43568636,Silver,2020-09-08,2376,20559
43568637,Gold,2022-02-09,2340,34209
43568638,Gold,2020-05-08,4499,1555
43568639,None,2021-12-03,5300,25052
43568640,None,2022-07-04,5449,23864
43568641,Silver,2024-04-14,7223,4222
43568642,Silver,2022-08-05,9536,26474
43568643,None,2020-12-15,2095,19834
43568644,None,2022-08-19,5834,16066
43568645,Gold,2020-09-23,485,48914
43568646,Gold,2023-11-09,3570,30812
43568647,Silver,2022-01-27,6493,37057
43568648,None,2023-11-10,3877,2741
43568649,Gold,2020-10-18,2252,1466
43568650,None,2022-07-11,2440,33572
43568651,None,2020-04-06,314,32206
43568652,None,2020-08-09,3646,47565
43568653,None,2022-04-27,7124,25462
43568654,Silver,2020-12-03,7606,20869
43568655,Silver,2024-02-01,7401,1982
43568656,Silver,2020-05-31,2528,20269
43568657,None,2023-02-15,691,6887
43568658,None,2022-12-09,9624,32028
43568659,None,2022-12-29,8408,49663
43568660,Gold,2023-03-06,798,41416
43568661,None,2023-01-24,6756,4842
43568662,Gold,2021-07-24,6311,29982
43568663,None,2024-02-19,2166,7409
43568664,None,2022-09-24,8571,34998
43568665,Gold,2021-01-24,7720,21513
43568666,None,2022-11-08,6285,31416
43568667,Silver,2020-09-24,1259,34545
43568668,Silver,2020-10-22,1073,43824
43568669,Gold,2023-07-05,3690,2190
43568670,Gold,2022-02-23,3016,2704
43568671,None,2021-01-28,6431,9552
43568672,None,2021-02-20,6679,27313
43568673,None,2020-05-23,9664,8251
43568674,None,2023-01-17,1891,49102
43568675,Silver,2020-11-06,1115,11914
43568676,Gold,2023-12-31,8129,18987
43568677,Gold,2023-08-31,5939,45158
43568678,Gold,2020-03-20,7482,8288
43568679,Gold,2020-09-14,4793,7160
43568680,Gold,2023-02-26,6134,11546
43568681,None,2024-02-01,1770,46651
43568682,None,2021-08-11,9904,24041
43568683,Silver,2022-06-19,5885,39409
43568684,Silver,2020-10-27,2352,12562
43568685,Gold,2023-08-10,309,27327
43568686,Silver,2022-01-26,5461,40764
43568687,None,2023-11-29,6344,2513
43568688,Silver,2021-02-19,5472,37300
43568689,Silver,2021-09-27,9940,49285
43568690,Gold,2020-02-23,5678,17927
43568691,None,2020-11-23,3969,9015
43568692,None,2023-03-22,5752,16627
43568693,Gold,2024-03-15,5645,44017
43568694,Silver,2024-01-28,3439,43135
43568695,Silver,2021-12-22,5218,42122
43568696,Gold,2021-05-20,6866,46876
43568697,Silver,2021-11-18,6206,4001
43568698,Silver,2021-10-03,8448,37726
43568699,Silver,2023-05-04,8847,35354
43568700,Gold,2020-06-16,1224,49230
43568701,None,2021-06-12,2815,31949
43568702,Silver,2020-05-13,6192,11424
43568703,Gold,2022-06-19,9563,12532
43568704,Gold,2023-05-08,5298,36567
43568705,None,2020-03-19,1478,5134
43568706,Gold,2021-04-25,4798,24197
43568707,Silver,2023-08-14,9557,19196
43568708,Silver,2023-01-05,146,42429
43568709,None,2022-10-26,4649,36253
43568710,None,2020-06-28,7096,9611
43568711,Gold,2023-10-09,7244,34963
43568712,Silver,2020-03-26,1456,21712
43568713,Silver,2020-09-22,2746,47721
43568714,None,2020-08-08,6856,21514
43568715,None,2020-08-23,3448,21479
43568716,None,2020-12-11,1380,5673
43568717,Silver,2024-01-22,6324,22974
43568718,Gold,2023-11-07,2816,12375
43568719,None,2020-08-17,6197,25506
43568720,Silver,2020-08-29,5413,25901
43568721,Silver,2020-08-28,8294,33772
43568722,None,2021-01-22,4802,10160
43568723,Gold,2023-06-21,3383,41819
43568724,Silver,2021-07-06,5684,39247
43568725,Silver,2023-04-21,3426,37148
43568726,Silver,2024-01-04,780,3488
43568727,Silver,2022-07-12,1971,45423
43568728,Gold,2022-06-25,5900,36890
43568729,Silver,2022-11-25,4661,47133
43568730,Gold,2021-02-04,9401,30147
43568731,Silver,2021-09-25,6312,15998
43568732,Silver,2021-02-24,7133,20726
43568733,None,2020-02-28,3568,572
43568734,None,2021-05-07,4046,36443
43568735,Silver,2022-03-04,5987,10732
43568736,Gold,2020-09-02,2550,34605
43568737,Silver,2021-12-14,8619,173
43568738,Silver,2021-02-07,9720,11293
43568739,None,2020-07-28,9402,47166
43568740,None,2022-12-19,8041,45367
43568741,Silver,2021-08-28,5340,37519
43568742,None,2023-03-22,1120,6557
43568743,None,2024-03-15,4876,1231
43568744,None,2021-02-15,9588,31978
43568745,None,2020-01-23,253,27067
43568746,None,2020-06-10,7603,11154
43568747,None,2020-10-08,2587,47437
43568748,None,2022-09-07,4244,24323
43568749,Gold,2024-04-11,2912,48153
43568750,Silver,2022-05-15,744,6110
43568751,None,2023-05-24,5023,18157
43568752,None,2023-09-11,1056,19730
43568753,None,2020-05-01,2709,14688
43568754,Silver,2020-02-20,1210,15462
43568755,Gold,2020-03-16,5803,40002
43568756,None,2021-08-06,3780,7751
43568757,Gold,2020-11-05,8745,884
43568758,Silver,2023-06-30,4947,31859
43568759,None,2021-09-30,9296,30424
43568760,Gold,2021-01-16,2304,27341
43568761,Silver,2021-06-05,181,3801
43568762,Silver,2022-11-16,5904,214
43568763,None,2021-03-30,2215,20106
43568764,None,2022-09-22,9975,37497
43568765,Silver,2022-06-29,8472,30176
43568766,Silver,2023-08-24,6446,43311
43568767,Silver,2024-02-13,8818,51
43568768,None,2023-09-02,654,27043
43568769,None,2020-03-16,264,47905
43568770,None,2024-02-06,4907,49944
43568771,Silver,2023-08-30,6731,492
43568772,None,2022-02-25,267,19402
43568773,Gold,2020-01-07,669,37268
43568774,None,2020-01-21,5591,2107
43568775,Silver,2020-12-12,1738,8317
43568776,Gold,2021-03-04,917,27514
43568777,Gold,2023-05-24,5271,38331
43568778,None,2023-02-22,8704,30368
43568779,Gold,2023-08-10,5036,11088
43568780,None,2022-01-22,8167,22337
43568781,Gold,2023-04-18,1415,42751
43568782,Gold,2020-01-15,9178,14779
43568783,Gold,2023-10-09,6566,24053
43568784,None,2021-08-31,251,16357
43568785,Gold,2020-01-08,460,29862
43568786,Silver,2020-07-28,575,9128
43568787,None,2023-03-20,7855,48924
43568788,None,2024-03-02,4167,7966
43568789,Silver,2023-03-11,7586,31410
43568790,Gold,2022-11-02,4652,24233
43568791,Silver,2022-02-06,8683,21283
43568792,Gold,2023-08-14,2050,11077
43568793,None,2022-04-19,9497,2751
43568794,Gold,2021-03-31,8771,30096
43568795,Gold,2022-12-25,1868,45094
43568796,None,2023-04-11,8061,32365
43568797,Silver,2021-01-11,9743,8505
43568798,None,2023-07-13,4412,45992
43568799,Silver,2023-03-11,7633,18874
43568800,Silver,2022-10-19,3854,12610
43568801,None,2022-10-11,3078,42202
43568802,None,2021-10-25,1841,23671
43568803,None,2021-11-05,9037,35896
43568804,Gold,2023-07-11,8372,48037
43568805,Gold,2022-09-30,6903,38535
43568806,None,2024-04-13,1419,37757
43568807,Gold,2020-05-02,4727,36257
43568808,Gold,2020-09-23,9510,22012
43568809,None,2021-03-24,4751,40593
43568810,Gold,2020-01-23,3279,35920
43568811,Gold,2021-09-23,6066,9548
43568812,Gold,2022-12-08,4135,14220
43568813,None,2021-12-07,6185,37508
43568814,Silver,2024-04-13,504,38054
43568815,Gold,2020-12-18,6476,24528
43568816,Silver,2022-06-27,5828,42509
43568817,Gold,2021-06-04,9830,38866
43568818,Gold,2020-07-06,7451,33500
43568819,Silver,2020-04-08,451,45021
43568820,Gold,2020-04-23,4278,1940
43568821,None,2023-03-28,4004,35850
43568822,None,2023-04-08,7710,40751
43568823,None,2021-08-06,8261,10552
43568824,Silver,2022-06-07,8806,44355
43568825,Silver,2022-06-17,9203,38722
43568826,None,2022-06-24,2281,13328
43568827,Gold,2023-11-22,9172,15482
43568828,Gold,2022-08-25,6774,48874
43568829,Silver,2020-11-13,1336,23089
43568830,Silver,2022-10-17,8089,41995
43568831,Silver,2022-09-21,8034,3756
43568832,None,2020-04-26,7070,44202
43568833,None,2020-03-11,9634,47994
43568834,Silver,2020-10-16,3400,17568
43568835,Silver,2022-11-30,2408,21345
43568836,None,2023-12-27,228,9864
43568837,Gold,2020-02-03,6081,18977
43568838,Silver,2021-05-24,97,38463
43568839,None,2022-02-18,3123,8391
43568840,None,2024-05-15,3943,29243
43568841,Silver,2023-08-08,1657,18639
43568842,Gold,2022-11-18,6456,41718
43568843,None,2023-06-24,972,2525
43568844,None,2021-02-22,6080,34111
43568845,Silver,2023-08-05,4723,45470
43568846,None,2023-06-15,2676,25073
43568847,Silver,2022-01-25,1718,30131
43568848,Gold,2022-05-14,4742,5330
43568849,None,2023-02-09,8856,8645
43568850,Gold,2024-04-08,429,4913
43568851,None,2023-08-16,2834,9876
43568852,Silver,2022-02-11,4240,43771
43568853,None,2021-04-08,3314,10654
43568854,None,2022-10-19,5593,48279
43568855,Silver,2020-08-17,346,41937
43568856,None,2020-02-27,8175,9489
43568857,Gold,2020-11-22,2394,29806
43568858,None,2024-04-13,596,37205
43568859,None,2021-06-12,5339,7755
43568860,Gold,2023-11-18,6589,46354
43568861,None,2021-04-10,2942,15611
43568862,Gold,2021-07-28,7168,17693
43568863,Silver,2021-05-01,7743,11518
43568864,Silver,2023-05-29,1645,37728
43568865,None,2022-07-14,8953,30225
43568866,Gold,2023-07-08,4369,130
43568867,Gold,2024-05-07,4530,43878
43568868,Silver,2020-03-30,1778,17484
43568869,Gold,2022-05-21,7420,26274
43568870,Silver,2020-01-10,652,16255
43568871,Silver,2020-05-21,7,954
43568872,None,2023-06-07,1978,11179
43568873,Silver,2020-03-18,3388,39192
43568874,Silver,2020-09-19,1342,6204
43568875,Silver,2023-09-19,9355,46366
43568876,Gold,2022-08-26,9337,44085
43568877,Silver,2023-04-03,2669,16951
43568878,Silver,2020-01-11,2593,21056
43568879,Gold,2021-07-07,77,10098
43568880,Gold,2020-01-24,3153,39591
43568881,None,2020-09-22,8084,325
43568882,Silver,2021-11-08,6648,35555
43568883,Silver,2022-01-19,2439,30660
43568884,Silver,2023-02-04,868,24975
43568885,Gold,2022-12-05,3647,4808
43568886,Silver,2023-12-09,1096,17485
43568887,Gold,2023-07-17,7263,43699
43568888,None,2021-10-15,7985,21036
43568889,None,2023-02-22,3928,40568
43568890,Gold,2020-09-30,9201,33624
43568891,Silver,2022-02-13,1909,46511
43568892,None,2023-04-18,1483,8178
43568893,Silver,2023-10-30,2114,27935
43568894,Gold,2024-05-13,695,49922
43568895,None,2021-03-23,5325,917
43568896,Gold,2022-07-13,1589,45655
43568897,Silver,2020-04-30,5033,44315
43568898,None,2021-01-09,8068,41883
43568899,Silver,2021-09-12,9507,18780
43568900,Silver,2022-01-22,6726,30581
43568901,None,2023-06-25,9252,23620
43568902,Gold,2023-06-25,8301,36316
43568903,Silver,2024-04-21,2295,46905
43568904,Silver,2024-05-01,7668,34514
43568905,Gold,2020-08-23,5912,29283
43568906,Silver,2022-12-08,4795,31793
43568907,Silver,2021-12-24,8802,16012
43568908,Gold,2022-07-20,7774,46200
43568909,Gold,2022-12-21,4130,10841
43568910,Gold,2020-01-11,3583,18085
43568911,Silver,2023-06-24,6302,3593
43568912,Silver,2023-05-23,5521,21647
43568913,None,2023-04-22,2505,26011
43568914,Silver,2023-02-16,1390,36108
43568915,Silver,2021-05-23,4592,2655
43568916,Gold,2023-01-05,2473,31968
43568917,Silver,2023-02-08,876,42081
43568918,Silver,2021-04-08,9462,35635
43568919,None,2024-04-29,7468,21094
43568920,Silver,2023-11-11,8661,27045
43568921,Gold,2022-04-03,9895,36777
43568922,None,2022-12-14,3437,319
43568923,Gold,2020-04-03,4356,41895
43568924,Silver,2020-05-31,8895,43184
43568925,Silver,2022-11-09,8424,28703
43568926,Gold,2022-06-24,3309,31157
43568927,Silver,2021-08-20,7343,24302
43568928,None,2022-03-21,676,4937
43568929,Gold,2023-02-18,635,17182
43568930,Silver,2020-05-27,8388,30767
43568931,Gold,2022-12-24,6146,38547
43568932,Silver,2021-11-09,1935,6366
43568933,Silver,2021-09-19,999,34805
43568934,Gold,2021-09-25,1338,15014
43568935,None,2020-02-01,6996,27794
43568936,Silver,2022-10-31,5480,25298
43568937,Silver,2020-09-13,5129,1313
43568938,Gold,2021-07-13,2889,19439
43568939,Gold,2022-07-26,9348,47776
43568940,Silver,2023-06-16,8250,49128
43568941,None,2023-03-08,4441,25316
43568942,None,2023-10-13,5117,25629
43568943,None,2020-06-23,1228,25233
43568944,None,2020-11-02,712,49625
43568945,None,2022-02-26,2950,17107
43568946,None,2023-09-20,8439,36358
43568947,None,2022-07-24,2676,25807
43568948,None,2022-10-11,7556,22778
43568949,Silver,2024-05-07,35,22641
43568950,Gold,2020-02-22,5711,18319
43568951,Gold,2021-10-04,864,40696
43568952,Gold,2021-12-22,5275,15667
43568953,Gold,2021-05-04,6579,15537
43568954,None,2021-10-01,4003,2346
43568955,None,2023-06-02,524,1849
43568956,None,2020-02-20,5451,40741
43568957,None,2024-04-09,9037,39987
43568958,Gold,2023-04-04,1980,19727
43568959,Gold,2023-04-04,4053,6860
43568960,Silver,2023-01-11,6005,24336
